Metadata: {"arch":"arm64","console_log":"console.log","dist_size":1561782,"engine":"castl","repository":"https://github.com/PaulBernier/castl.git","revision":"7d6f6c5713493e9fe737fb1435c11f690497fe4c","revision_date":"2017-03-22","version":"1.2.4"}
compat-table/es2016/exponentiation.basic.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2016/exponentiation.unary-negation-error.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2016/misc.Proxy-Array-includes.js: TypeError: undefined is not a function
compat-table/es2016/misc.Proxy-enumerate-removed.js: TypeError: undefined is not a function
compat-table/es2016/misc.generator-no-new.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2016/misc.generator-throw-inner.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2016/misc.nested-rest-destructuring-decl.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2016/misc.nested-rest-destructuring-params.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2016/misc.strict-fn-non-simple-params-error.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/Atomics.add.js: TypeError: Cannot read property 'add' of undefined
compat-table/es2017/Atomics.and.js: TypeError: Cannot read property 'and' of undefined
compat-table/es2017/Atomics.compareExchange.js: TypeError: Cannot read property 'compareExchange' of undefined
compat-table/es2017/Atomics.exchange.js: TypeError: Cannot read property 'exchange' of undefined
compat-table/es2017/Atomics.isLockFree.js: TypeError: Cannot read property 'isLockFree' of undefined
compat-table/es2017/Atomics.load.js: TypeError: Cannot read property 'load' of undefined
compat-table/es2017/Atomics.notify.js: TypeError: Cannot read property 'notify' of undefined
compat-table/es2017/Atomics.or.js: TypeError: Cannot read property 'or' of undefined
compat-table/es2017/Atomics.store.js: TypeError: Cannot read property 'store' of undefined
compat-table/es2017/Atomics.sub.js: TypeError: Cannot read property 'sub' of undefined
compat-table/es2017/Atomics.wait.js: TypeError: Cannot read property 'wait' of undefined
compat-table/es2017/Atomics.xor.js: TypeError: Cannot read property 'xor' of undefined
compat-table/es2017/Object.entries.js: failed: exception: /zoo/conformance/compat-table/es2017/.Object.entries.js.lua:14: attempt to call method 'entries' (a nil value)
compat-table/es2017/Object.getOwnPropertyDescriptors.js: failed: exception: ...at-table/es2017/.Object.getOwnPropertyDescriptors.js.lua:15: attempt to call method 'getOwnPropertyDescriptors' (a nil value)
compat-table/es2017/Object.getOwnPropertyDescriptors.no-undefined.js: TypeError: undefined is not a function
compat-table/es2017/Object.values.js: failed: exception: /zoo/conformance/compat-table/es2017/.Object.values.js.lua:14: attempt to call method 'values' (a nil value)
compat-table/es2017/SharedArrayBuffer.Symbol.species.js: TypeError: Cannot read property 'species' of undefined
compat-table/es2017/SharedArrayBuffer.js: failed
compat-table/es2017/SharedArrayBuffer.prototype.Symbol.toStringTag.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es2017/SharedArrayBuffer.prototype.byteLength.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es2017/SharedArrayBuffer.prototype.slice.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es2017/String.prototype.padEnd.js: failed: exception: ...ance/compat-table/es2017/.String.prototype.padEnd.js.lua:6: attempt to call method 'padEnd' (a nil value)
compat-table/es2017/String.prototype.padStart.js: failed: exception: ...ce/compat-table/es2017/.String.prototype.padStart.js.lua:6: attempt to call method 'padStart' (a nil value)
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.ToObject.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.symbols.js: failed: exception: ...annex-b.Object.prototype.__defineGetter__.symbols.js.lua:10: attempt to call global 'Symbol' (a nil value)
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.ToObject.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.symbols.js: failed: exception: ...annex-b.Object.prototype.__defineSetter__.symbols.js.lua:10: attempt to call global 'Symbol' (a nil value)
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.ToObject.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.prototype-chain.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.shadow-accessors.js: failed: exception: ...bject.prototype.__lookupGetter__.shadow-accessors.js.lua:12: attempt to call local '_f' (a nil value)
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.symbols.js: failed: exception: ...annex-b.Object.prototype.__lookupGetter__.symbols.js.lua:7: attempt to call global 'Symbol' (a nil value)
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.ToObject.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.prototype-chain.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.shadow-accessors.js: failed: exception: ...bject.prototype.__lookupSetter__.shadow-accessors.js.lua:12: attempt to call local '_f' (a nil value)
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.symbols.js: failed: exception: ...annex-b.Object.prototype.__lookupSetter__.symbols.js.lua:7: attempt to call global 'Symbol' (a nil value)
compat-table/es2017/annex-b.Proxy.__defineGetter__.js: TypeError: undefined is not a function
compat-table/es2017/annex-b.Proxy.__defineSetter__.js: TypeError: undefined is not a function
compat-table/es2017/annex-b.Proxy.__lookupGetter__.js: TypeError: undefined is not a function
compat-table/es2017/annex-b.Proxy.__lookupSetter__.js: TypeError: undefined is not a function
compat-table/es2017/annex-b.for-in-assignment-non-strict.js: failed
compat-table/es2017/async.Symbol.toStringTag.js: TypeError: Object.getPrototypeOf called on non-object
compat-table/es2017/async.arrow-in-class.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.arrow.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.await-non-promise.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.await-rejection.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.await.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.constructor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.methods-class.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.methods-object.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.must-await-value.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.no-await-in-params.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.no-line-break.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.no-prototype.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.prototype-chain.js: TypeError: Object.getPrototypeOf called on non-object
compat-table/es2017/async.return.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/async.throw.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/misc.arguments-caller-removed.js: OK
compat-table/es2017/regex.flags.u.case-folding.js: failed
compat-table/es2017/trailing-comma.arguments.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2017/trailing-comma.params.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2018/Promise.prototype.finally.change-rejection.js: TypeError: Cannot read property 'reject' of undefined
compat-table/es2018/Promise.prototype.finally.js: TypeError: Cannot read property 'resolve' of undefined
compat-table/es2018/Promise.prototype.finally.no-change-resolution.js: TypeError: Cannot read property 'resolve' of undefined
compat-table/es2018/async-iterators.for-await-of.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2018/async-iterators.generators.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2018/misc.Proxy-ownKeys-duplicate-keys.js: TypeError: undefined is not a function
compat-table/es2018/misc.template-literal-revision.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2018/object-rest.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2018/object-spread.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2018/regex.flags.s.js: failed
compat-table/es2018/regex.lookbehind.js: OK
compat-table/es2018/regex.named-capture-groups.js: TypeError: Cannot read property 'year' of undefined
compat-table/es2018/regex.unicode-property-escapes.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-11.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-12.1.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:109: unknown property after \P or \p (pattern offset: 17)
compat-table/es2018/regex.unicode-property-escapes.unicode-12.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-13.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-14.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-15.1.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-15.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-16.0.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-17.0.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:109: unknown property after \P or \p (pattern offset: 19)
compat-table/es2019/Array.prototype.flatMap.js: failed: exception: ...ance/compat-table/es2019/.Array.prototype.flatMap.js.lua:12: attempt to call method 'flatMap' (a nil value)
compat-table/es2019/Array.prototype.flat-flatMap.unscopables.js: TypeError: Cannot read property 'unscopables' of undefined
compat-table/es2019/Array.prototype.flat.js: failed: exception: ...ormance/compat-table/es2019/.Array.prototype.flat.js.lua:6: attempt to call method 'flat' (a nil value)
compat-table/es2019/Object.fromEntries.js: TypeError: undefined is not a function
compat-table/es2019/String.prototype.trimEnd.js: failed: exception: ...nce/compat-table/es2019/.String.prototype.trimEnd.js.lua:6: attempt to call method 'trimEnd' (a nil value)
compat-table/es2019/String.prototype.trimStart.js: failed: exception: ...e/compat-table/es2019/.String.prototype.trimStart.js.lua:6: attempt to call method 'trimStart' (a nil value)
compat-table/es2019/Symbol.prototype.description.empty.js: failed: exception: ...-table/es2019/.Symbol.prototype.description.empty.js.lua:6: attempt to call global 'Symbol' (a nil value)
compat-table/es2019/Symbol.prototype.description.js: failed: exception: ...compat-table/es2019/.Symbol.prototype.description.js.lua:6: attempt to call global 'Symbol' (a nil value)
compat-table/es2019/Symbol.prototype.description.undefined.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es2019/annex-b.String.prototype.trimLeft.js: failed: exception: ...t-table/es2019/.annex-b.String.prototype.trimLeft.js.lua:6: attempt to call method 'trimLeft' (a nil value)
compat-table/es2019/annex-b.String.prototype.trimRight.js: failed: exception: ...-table/es2019/.annex-b.String.prototype.trimRight.js.lua:6: attempt to call method 'trimRight' (a nil value)
compat-table/es2019/misc.Function-toString.Function-constructor.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/constructor/function.lua:68: [string "local this,a, /* a */ b, c /* b */ // = ...;..."]:1: '<name>' expected near '/'
compat-table/es2019/misc.Function-toString.arrows.js: failed: Arrow functions (ES6) not supported yet.
compat-table/es2019/misc.Function-toString.class-explicit-constructor.js: failed: Unknown Expression type: ClassExpression
compat-table/es2019/misc.Function-toString.class-implicit-constructor.js: failed: Unknown Expression type: ClassExpression
compat-table/es2019/misc.Function-toString.computed-names.js: failed
compat-table/es2019/misc.Function-toString.native-code.js: failed
compat-table/es2019/misc.Function-toString.unicode-escapes.js: failed
compat-table/es2019/misc.JSON-stringify-well-formed.js: failed
compat-table/es2019/misc.JSON-superset.line-separator.js: failed
compat-table/es2019/misc.JSON-superset.paragraph-separator.js: failed
compat-table/es2019/misc.optional-catch-binding.await.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2019/misc.optional-catch-binding.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2019/misc.optional-catch-binding.yield.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/BigInt64Array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/BigInt.asIntN.js: TypeError: Cannot read property 'asIntN' of undefined
compat-table/es2020/BigInt.asUintN.js: TypeError: Cannot read property 'asUintN' of undefined
compat-table/es2020/BigInt.constructor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/BigInt.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/BigUint64Array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/DataView.prototype.getBigInt64.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/DataView.prototype.getBigUint64.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/Promise.allSettled.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/String.prototype.matchAll.js: failed: exception: ...ce/compat-table/es2020/.String.prototype.matchAll.js.lua:7: attempt to call method 'matchAll' (a nil value)
compat-table/es2020/String.prototype.matchAll.throws-non-global.js: failed
compat-table/es2020/globalThis.descriptor.js: failed
compat-table/es2020/globalThis.js: failed
compat-table/es2020/nullish-coalescing.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/optional-chaining.bracket.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/optional-chaining.function-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/optional-chaining.method-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/optional-chaining.property.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2020/optional-chaining.spread-params.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/FinalizationRegistry.js: TypeError: undefined is not a function
compat-table/es2021/Promise.any.AggregateError.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/Promise.any.fulfillment.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/String.prototype.replaceAll.js: failed: exception: .../compat-table/es2021/.String.prototype.replaceAll.js.lua:6: attempt to call method 'replaceAll' (a nil value)
compat-table/es2021/WeakRef.js: TypeError: undefined is not a function
compat-table/es2021/logical-assignment.and.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/logical-assignment.and.setter-not-invoked.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/logical-assignment.and.short-circuit.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/logical-assignment.nullish.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/logical-assignment.nullish.setter-not-invoked.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/logical-assignment.nullish.short-circuit.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/logical-assignment.or.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/logical-assignment.or.setter-not-invoked.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/logical-assignment.or.short-circuit.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2021/numeric-separators.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/Error.cause.AggregateError-prototype-lacks.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es2022/Error.cause.AggregateError.js: TypeError: undefined is not a function
compat-table/es2022/Error.cause.Error-prototype-lacks.js: OK
compat-table/es2022/Error.cause.Error.js: failed
compat-table/es2022/Error.cause.EvalError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.EvalError.js: failed
compat-table/es2022/Error.cause.RangeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.RangeError.js: failed
compat-table/es2022/Error.cause.ReferenceError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.ReferenceError.js: failed
compat-table/es2022/Error.cause.SyntaxError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.SyntaxError.js: failed
compat-table/es2022/Error.cause.TypeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.TypeError.js: failed
compat-table/es2022/Error.cause.URIError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.URIError.js: failed
compat-table/es2022/Object.hasOwn.ToObject-first.js: failed
compat-table/es2022/Object.hasOwn.js: failed: exception: /zoo/conformance/compat-table/es2022/.Object.hasOwn.js.lua:6: attempt to call method 'hasOwn' (a nil value)
compat-table/es2022/at-method.Array.js: failed: exception: .../conformance/compat-table/es2022/.at-method.Array.js.lua:8: attempt to call method 'at' (a nil value)
compat-table/es2022/at-method.String.js: failed: exception: ...conformance/compat-table/es2022/.at-method.String.js.lua:8: attempt to call method 'at' (a nil value)
compat-table/es2022/at-method.TypedArray.js: failed
compat-table/es2022/class-fields.computed-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.computed-static.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.instance.parent-scope.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.private-instance.initializers.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.private-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.private-instance.optional-access.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.private-instance.optional-deep-access.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.private-static.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.public-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.public-static.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-fields.static.define.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-methods.private-accessor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-methods.private-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-methods.private-static-accessor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-methods.private-static.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/class-static-init-blocks.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/ergonomic-brand-checks.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2022/regex.flags.d.constructor.js: OK
compat-table/es2022/regex.flags.d.shows-in-flags.js: TypeError: undefined is not a function
compat-table/es2023/Array.prototype.findLastIndex.js: failed: exception: ...ompat-table/es2023/.Array.prototype.findLastIndex.js.lua:16: attempt to call method 'findLastIndex' (a nil value)
compat-table/es2023/Array.prototype.findLast.js: failed: exception: ...nce/compat-table/es2023/.Array.prototype.findLast.js.lua:16: attempt to call method 'findLast' (a nil value)
compat-table/es2023/Array.prototype.toReversed.js: failed: exception: ...e/compat-table/es2023/.Array.prototype.toReversed.js.lua:8: attempt to call method 'toReversed' (a nil value)
compat-table/es2023/Array.prototype.toSorted.js: failed: exception: ...nce/compat-table/es2023/.Array.prototype.toSorted.js.lua:8: attempt to call method 'toSorted' (a nil value)
compat-table/es2023/Array.prototype.toSpliced.js: failed: exception: ...ce/compat-table/es2023/.Array.prototype.toSpliced.js.lua:8: attempt to call method 'toSpliced' (a nil value)
compat-table/es2023/Array.prototype.with.js: failed: exception: ...ormance/compat-table/es2023/.Array.prototype.with.js.lua:8: attempt to call method 'with' (a nil value)
compat-table/es2023/TypedArray.prototype.toReversed.js: TypeError: undefined is not a function
compat-table/es2023/TypedArray.prototype.toSorted.js: TypeError: undefined is not a function
compat-table/es2023/TypedArray.prototype.with.js: TypeError: undefined is not a function
compat-table/es2023/hashbang.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2024/ArrayBuffer.prototype.detached.js: TypeError: undefined is not a function
compat-table/es2024/ArrayBuffer.prototype.transferToFixedLength.js: TypeError: undefined is not a function
compat-table/es2024/ArrayBuffer.prototype.transfer.js: TypeError: undefined is not a function
compat-table/es2024/Map.groupBy.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2024/Object.groupBy.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2024/Promise.withResolvers.js: TypeError: Cannot read property 'withResolvers' of undefined
compat-table/es2024/regex.flags.v.constructor.js: OK
compat-table/es2024/regex.flags.v.properties-of-strings.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:109: unknown property after \P or \p (pattern offset: 27)
compat-table/es2024/regex.flags.v.set-notations.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2024/regex.flags.v.shows-in-flags.js: TypeError: undefined is not a function
compat-table/es2024/regex.flags.v.unicode-15.1.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:109: unknown property after \P or \p (pattern offset: 15)
compat-table/es2024/regex.flags.v.unicode-16.0.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:109: unknown property after \P or \p (pattern offset: 15)
compat-table/es2024/regex.flags.v.unicode-17.0.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:109: unknown property after \P or \p (pattern offset: 15)
compat-table/es2025/Iterator.extends.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.from.iterable.js: TypeError: Cannot read property 'from' of undefined
compat-table/es2025/Iterator.from.iterator.js: TypeError: Cannot read property 'from' of undefined
compat-table/es2025/Iterator.instanceof.js: failed: exception: ...formance/compat-table/es2025/.Iterator.instanceof.js.lua:6: attempt to call method 'values' (a nil value)
compat-table/es2025/Iterator.prototype.Symbol.toStringTag.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es2025/Iterator.prototype.drop.js: failed: exception: ...ance/compat-table/es2025/.Iterator.prototype.drop.js.lua:6: attempt to call method 'values' (a nil value)
compat-table/es2025/Iterator.prototype.every.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.prototype.filter.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.prototype.find.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.prototype.flatMap.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.prototype.forEach.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.prototype.map.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.prototype.reduce.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.prototype.some.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es2025/Iterator.prototype.take.js: failed: exception: ...ance/compat-table/es2025/.Iterator.prototype.take.js.lua:6: attempt to call method 'values' (a nil value)
compat-table/es2025/Iterator.prototype.toArray.js: failed: exception: ...e/compat-table/es2025/.Iterator.prototype.toArray.js.lua:7: attempt to call method 'values' (a nil value)
compat-table/es2025/Promise.try.js: TypeError: Cannot read property 'try' of undefined
compat-table/es2025/RegExp.escape.js: failed: exception: /zoo/conformance/compat-table/es2025/.RegExp.escape.js.lua:6: attempt to call method 'escape' (a nil value)
compat-table/es2025/Set.prototype.difference.js: TypeError: undefined is not a function
compat-table/es2025/Set.prototype.intersection.js: TypeError: undefined is not a function
compat-table/es2025/Set.prototype.isDisjointFrom.js: TypeError: undefined is not a function
compat-table/es2025/Set.prototype.isSubsetOf.js: TypeError: undefined is not a function
compat-table/es2025/Set.prototype.isSupersetOf.js: TypeError: undefined is not a function
compat-table/es2025/Set.prototype.symmetricDifference.js: TypeError: undefined is not a function
compat-table/es2025/Set.prototype.union.js: TypeError: undefined is not a function
compat-table/es2025/regex.duplicate-named-groups.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/regexp.lua:109: two named subpatterns have the same name (PCRE2_DUPNAMES not set) (pattern offset: 45)
compat-table/es2025/regex.pattern-modifiers.i.js: OK
compat-table/es2025/regex.pattern-modifiers.m.js: OK
compat-table/es2025/regex.pattern-modifiers.s.js: failed
compat-table/intl/Array.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleDateString.js: OK
compat-table/intl/Date.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleTimeString.js: OK
compat-table/intl/Intl.Collator.js: TypeError: Cannot read property 'Collator' of undefined
compat-table/intl/Intl.Collator.new-instances.js: TypeError: Cannot read property 'Collator' of undefined
compat-table/intl/Intl.Collator.prototype.compare.js: TypeError: Cannot read property 'Collator' of undefined
compat-table/intl/Intl.Collator.prototype.resolvedOptions.js: TypeError: Cannot read property 'Collator' of undefined
compat-table/intl/Intl.Collator.rejects-invalid-tags.js: TypeError: Cannot read property 'Collator' of undefined
compat-table/intl/Intl.Collator.valid-tags.js: failed
compat-table/intl/Intl.Collator.without-new.js: TypeError: Cannot read property 'Collator' of undefined
compat-table/intl/Intl.DateTimeFormat.iana-timezones.js: failed
compat-table/intl/Intl.DateTimeFormat.js: TypeError: Cannot read property 'DateTimeFormat' of undefined
compat-table/intl/Intl.DateTimeFormat.new-instances.js: TypeError: Cannot read property 'DateTimeFormat' of undefined
compat-table/intl/Intl.DateTimeFormat.rejects-invalid-tags.js: TypeError: Cannot read property 'DateTimeFormat' of undefined
compat-table/intl/Intl.DateTimeFormat.resolvedOptions.timeZone-default.js: TypeError: Cannot read property 'DateTimeFormat' of undefined
compat-table/intl/Intl.DateTimeFormat.valid-tags.js: failed
compat-table/intl/Intl.DateTimeFormat.without-new.js: TypeError: Cannot read property 'DateTimeFormat' of undefined
compat-table/intl/Intl.NumberFormat.js: TypeError: Cannot read property 'NumberFormat' of undefined
compat-table/intl/Intl.NumberFormat.new-instances.js: TypeError: Cannot read property 'NumberFormat' of undefined
compat-table/intl/Intl.NumberFormat.rejects-invalid-tags.js: TypeError: Cannot read property 'NumberFormat' of undefined
compat-table/intl/Intl.NumberFormat.valid-tags.js: failed
