arch,binary,test,weight
arm64,fastschema-qjs,gbemu.js,3.5635
arm64,fastschema-qjs,mandreel.js,1.5194
arm64,fastschema-qjs,navier-stokes.js,4.3233
arm64,fastschema-qjs,pdfjs.js,3.332
arm64,fastschema-qjs,raytrace.js,4.6041
arm64,fastschema-qjs,regexp.js,2.6593
arm64,fastschema-qjs,richards.ucode.js,1.939
arm64,fastschema-qjs,splay.js,7.2123
arm64,fastschema-qjs,typescript.js,5.7963
arm64,fastschema-qjs,zlib.js,1.0922
arm64,goja,box2d.js,2.6486
arm64,goja,code-load.js,9.1544
arm64,goja,crypto.js,2.8756
arm64,goja,deltablue.js,3.8549
arm64,goja,earley-boyer.js,5.2336
arm64,goja,gbemu.js,3.4088
arm64,goja,mandreel.js,1.3405
arm64,goja,navier-stokes.js,3.6519
arm64,goja,pdfjs.js,2.6977
arm64,goja,raytrace.js,4.2966
arm64,goja,regexp.js,3.2383
arm64,goja,richards.ucode.js,1.7765
arm64,goja,splay.js,6.7058
arm64,goja,typescript.js,0
arm64,goja,zlib.js,0.872
arm64,graaljs,box2d.js,9.7915
arm64,graaljs,code-load.js,6.8941
arm64,graaljs,crypto.js,19.583
arm64,graaljs,deltablue.js,19.583
arm64,graaljs,earley-boyer.js,19.583
arm64,graaljs,gbemu.js,6.7495
arm64,graaljs,mandreel.js,6.2945
arm64,graaljs,navier-stokes.js,19.583
arm64,graaljs,pdfjs.js,8.5812
arm64,graaljs,raytrace.js,19.583
arm64,graaljs,regexp.js,7.6939
arm64,graaljs,richards.ucode.js,9.7915
arm64,graaljs,splay.js,10.9938
arm64,graaljs,typescript.js,8.1402
arm64,graaljs,zlib.js,4.005
arm64,hako,box2d.js,1.3157
arm64,hako,code-load.js,2.8153
arm64,hako,crypto.js,1.5024
arm64,hako,deltablue.js,1.6255
arm64,hako,earley-boyer.js,2.1209
arm64,hako,gbemu.js,1.7441
arm64,hako,mandreel.js,0.7771
arm64,hako,navier-stokes.js,1.9611
arm64,hako,pdfjs.js,1.4521
arm64,hako,raytrace.js,1.6213
arm64,hako,regexp.js,1.0176
arm64,hako,richards.ucode.js,0.7672
arm64,hako,splay.js,2.5239
arm64,hako,typescript.js,2.4018
arm64,hako,zlib.js,0.5693
arm64,hermes,box2d.js,6.2555
arm64,hermes,code-load.js,6.8182
arm64,hermes,crypto.js,7.9423
arm64,hermes,deltablue.js,6.8521
arm64,hermes,earley-boyer.js,10.8691
arm64,hermes,gbemu.js,7.6294
arm64,hermes,mandreel.js,3.5336
arm64,hermes,navier-stokes.js,8.597
arm64,hermes,pdfjs.js,6.2924
arm64,hermes,raytrace.js,8.2962
arm64,hermes,regexp.js,5.1325
arm64,hermes,richards.ucode.js,3.5426
arm64,hermes,splay.js,11.1508
arm64,hermes,typescript.js,9.7791
arm64,hermes,zlib.js,1.7876
arm64,hermes-v1,box2d.js,7.8631
arm64,hermes-v1,code-load.js,7.0409
arm64,hermes-v1,crypto.js,8.7766
arm64,hermes-v1,deltablue.js,7.8656
arm64,hermes-v1,earley-boyer.js,13.8178
arm64,hermes-v1,gbemu.js,8.7124
arm64,hermes-v1,mandreel.js,3.9224
arm64,hermes-v1,navier-stokes.js,11.568
arm64,hermes-v1,pdfjs.js,8.6371
arm64,hermes-v1,raytrace.js,13.2447
arm64,hermes-v1,regexp.js,5.6011
arm64,hermes-v1,richards.ucode.js,3.8158
arm64,hermes-v1,splay.js,12.0438
arm64,hermes-v1,typescript.js,9.7915
arm64,hermes-v1,zlib.js,2.018
arm64,hermes-v1_clang,box2d.js,7.8086
arm64,hermes-v1_clang,code-load.js,6.7803
arm64,hermes-v1_clang,crypto.js,9.13
arm64,hermes-v1_clang,deltablue.js,7.6922
arm64,hermes-v1_clang,earley-boyer.js,13.772
arm64,hermes-v1_clang,gbemu.js,8.7188
arm64,hermes-v1_clang,mandreel.js,3.7676
arm64,hermes-v1_clang,navier-stokes.js,11.3758
arm64,hermes-v1_clang,pdfjs.js,8.1943
arm64,hermes-v1_clang,raytrace.js,12.7499
arm64,hermes-v1_clang,regexp.js,5.4194
arm64,hermes-v1_clang,richards.ucode.js,3.7675
arm64,hermes-v1_clang,splay.js,11.4979
arm64,hermes-v1_clang,typescript.js,9.7915
arm64,hermes-v1_clang,zlib.js,2.0175
arm64,hermes_clang,box2d.js,6.4239
arm64,hermes_clang,code-load.js,7.0118
arm64,hermes_clang,crypto.js,7.8021
arm64,hermes_clang,deltablue.js,6.4159
arm64,hermes_clang,earley-boyer.js,10.8713
arm64,hermes_clang,gbemu.js,7.4376
arm64,hermes_clang,mandreel.js,3.5291
arm64,hermes_clang,navier-stokes.js,8.5175
arm64,hermes_clang,pdfjs.js,6.1727
arm64,hermes_clang,raytrace.js,8.4974
arm64,hermes_clang,regexp.js,5.0741
arm64,hermes_clang,richards.ucode.js,3.423
arm64,hermes_clang,splay.js,9.8142
arm64,hermes_clang,typescript.js,9.7915
arm64,hermes_clang,zlib.js,1.7797
arm64,iv-lv5,box2d.js,5.7785
arm64,iv-lv5,code-load.js,7.0256
arm64,iv-lv5,crypto.js,8.4568
arm64,iv-lv5,deltablue.js,7.5564
arm64,iv-lv5,earley-boyer.js,9.9305
arm64,iv-lv5,gbemu.js,7.1375
arm64,iv-lv5,mandreel.js,3.6197
arm64,iv-lv5,navier-stokes.js,8.4287
arm64,iv-lv5,pdfjs.js,0
arm64,iv-lv5,raytrace.js,7.9772
arm64,iv-lv5,regexp.js,4.9793
arm64,iv-lv5,richards.ucode.js,3.1228
arm64,iv-lv5,splay.js,9.5084
arm64,iv-lv5,typescript.js,9.3148
arm64,iv-lv5,zlib.js,1.9274
arm64,iv-lv5_clang,box2d.js,5.6523
arm64,iv-lv5_clang,code-load.js,6.7619
arm64,iv-lv5_clang,crypto.js,8.619
arm64,iv-lv5_clang,deltablue.js,7.1106
arm64,iv-lv5_clang,earley-boyer.js,9.5845
arm64,iv-lv5_clang,gbemu.js,6.9255
arm64,iv-lv5_clang,mandreel.js,3.6026
arm64,iv-lv5_clang,navier-stokes.js,8.2213
arm64,iv-lv5_clang,pdfjs.js,0
arm64,iv-lv5_clang,raytrace.js,8.226
arm64,iv-lv5_clang,regexp.js,5.6963
arm64,iv-lv5_clang,richards.ucode.js,3.0568
arm64,iv-lv5_clang,splay.js,9.5763
arm64,iv-lv5_clang,typescript.js,8.8417
arm64,iv-lv5_clang,zlib.js,1.9351
arm64,jerryscript,box2d.js,2.0374
arm64,jerryscript,code-load.js,3.0754
arm64,jerryscript,crypto.js,4.2931
arm64,jerryscript,deltablue.js,4.0811
arm64,jerryscript,earley-boyer.js,2.8785
arm64,jerryscript,gbemu.js,2.2811
arm64,jerryscript,mandreel.js,2.1489
arm64,jerryscript,navier-stokes.js,6.1461
arm64,jerryscript,pdfjs.js,0
arm64,jerryscript,raytrace.js,5.1947
arm64,jerryscript,regexp.js,2.2652
arm64,jerryscript,richards.ucode.js,1.9353
arm64,jerryscript,splay.js,0
arm64,jerryscript,typescript.js,0.9872
arm64,jerryscript,zlib.js,0
arm64,jerryscript_clang,box2d.js,2.0534
arm64,jerryscript_clang,code-load.js,3.0483
arm64,jerryscript_clang,crypto.js,4.2957
arm64,jerryscript_clang,deltablue.js,3.9709
arm64,jerryscript_clang,earley-boyer.js,2.7685
arm64,jerryscript_clang,gbemu.js,2.2063
arm64,jerryscript_clang,mandreel.js,2.1042
arm64,jerryscript_clang,navier-stokes.js,5.7427
arm64,jerryscript_clang,pdfjs.js,0
arm64,jerryscript_clang,raytrace.js,5.2085
arm64,jerryscript_clang,regexp.js,2.2273
arm64,jerryscript_clang,richards.ucode.js,1.9327
arm64,jerryscript_clang,splay.js,0
arm64,jerryscript_clang,typescript.js,0.9809
arm64,jerryscript_clang,zlib.js,0
arm64,jerryscript_o3,box2d.js,2.0944
arm64,jerryscript_o3,code-load.js,3.1004
arm64,jerryscript_o3,crypto.js,4.5999
arm64,jerryscript_o3,deltablue.js,4.2553
arm64,jerryscript_o3,earley-boyer.js,2.9423
arm64,jerryscript_o3,gbemu.js,2.9657
arm64,jerryscript_o3,mandreel.js,2.323
arm64,jerryscript_o3,navier-stokes.js,6.0265
arm64,jerryscript_o3,pdfjs.js,0
arm64,jerryscript_o3,raytrace.js,5.446
arm64,jerryscript_o3,regexp.js,2.4461
arm64,jerryscript_o3,richards.ucode.js,2.0083
arm64,jerryscript_o3,splay.js,0
arm64,jerryscript_o3,typescript.js,0.9947
arm64,jerryscript_o3,zlib.js,0
arm64,js-interpreter,box2d.js,0.8924
arm64,js-interpreter,code-load.js,5.1696
arm64,js-interpreter,crypto.js,0.9633
arm64,js-interpreter,deltablue.js,1.0406
arm64,js-interpreter,earley-boyer.js,1.6914
arm64,js-interpreter,gbemu.js,0
arm64,js-interpreter,mandreel.js,0
arm64,js-interpreter,navier-stokes.js,1.279
arm64,js-interpreter,pdfjs.js,0
arm64,js-interpreter,raytrace.js,1.2874
arm64,js-interpreter,regexp.js,0.5058
arm64,js-interpreter,richards.ucode.js,0.5121
arm64,js-interpreter,splay.js,2.2929
arm64,js-interpreter,typescript.js,1.6692
arm64,js-interpreter,zlib.js,0
arm64,js-interpreter_jsc,box2d.js,1.1432
arm64,js-interpreter_jsc,code-load.js,0
arm64,js-interpreter_jsc,crypto.js,1.1951
arm64,js-interpreter_jsc,deltablue.js,1.337
arm64,js-interpreter_jsc,earley-boyer.js,2.1672
arm64,js-interpreter_jsc,gbemu.js,0
arm64,js-interpreter_jsc,mandreel.js,0
arm64,js-interpreter_jsc,navier-stokes.js,1.5621
arm64,js-interpreter_jsc,pdfjs.js,0
arm64,js-interpreter_jsc,raytrace.js,1.6815
arm64,js-interpreter_jsc,regexp.js,0
arm64,js-interpreter_jsc,richards.ucode.js,0.6522
arm64,js-interpreter_jsc,splay.js,3.1128
arm64,js-interpreter_jsc,typescript.js,0
arm64,js-interpreter_jsc,zlib.js,0
arm64,js2py,box2d.js,0.7011
arm64,js2py,code-load.js,1.9676
arm64,js2py,crypto.js,0.5284
arm64,js2py,deltablue.js,0.8204
arm64,js2py,earley-boyer.js,1.2565
arm64,js2py,gbemu.js,0
arm64,js2py,mandreel.js,0
arm64,js2py,navier-stokes.js,0.7028
arm64,js2py,pdfjs.js,0
arm64,js2py,raytrace.js,1.1546
arm64,js2py,regexp.js,0
arm64,js2py,richards.ucode.js,0.3994
arm64,js2py,splay.js,1.3482
arm64,js2py,typescript.js,0
arm64,js2py,zlib.js,0
arm64,jsc,box2d.js,9.7915
arm64,jsc,code-load.js,9.7915
arm64,jsc,crypto.js,19.583
arm64,jsc,deltablue.js,19.583
arm64,jsc,earley-boyer.js,19.583
arm64,jsc,gbemu.js,9.7915
arm64,jsc,mandreel.js,9.7915
arm64,jsc,navier-stokes.js,19.583
arm64,jsc,pdfjs.js,9.7915
arm64,jsc,raytrace.js,19.583
arm64,jsc,regexp.js,17.7352
arm64,jsc,richards.ucode.js,9.7915
arm64,jsc,splay.js,19.583
arm64,jsc,typescript.js,9.7915
arm64,jsc,zlib.js,4.8957
arm64,jsc_gcc,box2d.js,9.7915
arm64,jsc_gcc,code-load.js,9.7915
arm64,jsc_gcc,crypto.js,19.583
arm64,jsc_gcc,deltablue.js,19.583
arm64,jsc_gcc,earley-boyer.js,19.583
arm64,jsc_gcc,gbemu.js,9.7915
arm64,jsc_gcc,mandreel.js,9.7915
arm64,jsc_gcc,navier-stokes.js,19.583
arm64,jsc_gcc,pdfjs.js,9.7915
arm64,jsc_gcc,raytrace.js,19.583
arm64,jsc_gcc,regexp.js,17.9425
arm64,jsc_gcc,richards.ucode.js,9.7915
arm64,jsc_gcc,splay.js,19.583
arm64,jsc_gcc,typescript.js,9.7915
arm64,jsc_gcc,zlib.js,4.8957
arm64,jsc_jitless,box2d.js,6.445
arm64,jsc_jitless,code-load.js,9.7915
arm64,jsc_jitless,crypto.js,8.6712
arm64,jsc_jitless,deltablue.js,6.8919
arm64,jsc_jitless,earley-boyer.js,11.1338
arm64,jsc_jitless,gbemu.js,7.2453
arm64,jsc_jitless,mandreel.js,3.1373
arm64,jsc_jitless,navier-stokes.js,8.9871
arm64,jsc_jitless,pdfjs.js,7.5921
arm64,jsc_jitless,raytrace.js,10.476
arm64,jsc_jitless,regexp.js,5.3836
arm64,jsc_jitless,richards.ucode.js,3.7841
arm64,jsc_jitless,splay.js,13.2641
arm64,jsc_jitless,typescript.js,9.7915
arm64,jsc_jitless,zlib.js,2.0903
arm64,kiesel,box2d.js,2.596
arm64,kiesel,code-load.js,5.5488
arm64,kiesel,crypto.js,2.7253
arm64,kiesel,deltablue.js,2.2702
arm64,kiesel,earley-boyer.js,3.6807
arm64,kiesel,gbemu.js,3.2559
arm64,kiesel,mandreel.js,0
arm64,kiesel,navier-stokes.js,3.843
arm64,kiesel,pdfjs.js,0
arm64,kiesel,raytrace.js,3.2871
arm64,kiesel,regexp.js,3.0944
arm64,kiesel,richards.ucode.js,1.2009
arm64,kiesel,splay.js,5.4344
arm64,kiesel,typescript.js,0
arm64,kiesel,zlib.js,0
arm64,kjs,box2d.js,3.9664
arm64,kjs,code-load.js,0
arm64,kjs,crypto.js,5.9846
arm64,kjs,deltablue.js,5.3182
arm64,kjs,earley-boyer.js,7.4366
arm64,kjs,gbemu.js,0
arm64,kjs,mandreel.js,0
arm64,kjs,navier-stokes.js,4.9437
arm64,kjs,pdfjs.js,0
arm64,kjs,raytrace.js,5.9336
arm64,kjs,regexp.js,0
arm64,kjs,richards.ucode.js,2.5493
arm64,kjs,splay.js,6.1326
arm64,kjs,typescript.js,0
arm64,kjs,zlib.js,0
arm64,kjs_clang,box2d.js,3.7438
arm64,kjs_clang,code-load.js,0
arm64,kjs_clang,crypto.js,5.7299
arm64,kjs_clang,deltablue.js,5.1044
arm64,kjs_clang,earley-boyer.js,7.3334
arm64,kjs_clang,gbemu.js,0
arm64,kjs_clang,mandreel.js,0
arm64,kjs_clang,navier-stokes.js,4.7867
arm64,kjs_clang,pdfjs.js,0
arm64,kjs_clang,raytrace.js,5.7031
arm64,kjs_clang,regexp.js,0
arm64,kjs_clang,richards.ucode.js,2.4017
arm64,kjs_clang,splay.js,5.8126
arm64,kjs_clang,typescript.js,0
arm64,kjs_clang,zlib.js,0
arm64,libjs,box2d.js,5.0006
arm64,libjs,code-load.js,7.1844
arm64,libjs,crypto.js,7.0743
arm64,libjs,deltablue.js,5.3497
arm64,libjs,earley-boyer.js,8.1464
arm64,libjs,gbemu.js,6.7404
arm64,libjs,mandreel.js,2.8322
arm64,libjs,navier-stokes.js,7.3966
arm64,libjs,pdfjs.js,5.0018
arm64,libjs,raytrace.js,7.0227
arm64,libjs,regexp.js,2.4497
arm64,libjs,richards.ucode.js,2.7529
arm64,libjs,splay.js,8.0573
arm64,libjs,typescript.js,7.0373
arm64,libjs,zlib.js,2.1375
arm64,libjs_gcc,box2d.js,4.9753
arm64,libjs_gcc,code-load.js,0
arm64,libjs_gcc,crypto.js,6.7074
arm64,libjs_gcc,deltablue.js,5.212
arm64,libjs_gcc,earley-boyer.js,7.7901
arm64,libjs_gcc,gbemu.js,0
arm64,libjs_gcc,mandreel.js,2.7766
arm64,libjs_gcc,navier-stokes.js,8.0405
arm64,libjs_gcc,pdfjs.js,4.7062
arm64,libjs_gcc,raytrace.js,7.0697
arm64,libjs_gcc,regexp.js,2.4378
arm64,libjs_gcc,richards.ucode.js,2.6982
arm64,libjs_gcc,splay.js,7.9794
arm64,libjs_gcc,typescript.js,6.8477
arm64,libjs_gcc,zlib.js,1.9712
arm64,mocha,richards.ucode.js,1.3734
arm64,modernc-quickjs,box2d.js,2.4443
arm64,modernc-quickjs,code-load.js,6.3638
arm64,modernc-quickjs,crypto.js,2.7874
arm64,modernc-quickjs,deltablue.js,2.9264
arm64,modernc-quickjs,earley-boyer.js,4.3848
arm64,modernc-quickjs,gbemu.js,3.0136
arm64,modernc-quickjs,mandreel.js,1.3469
arm64,modernc-quickjs,navier-stokes.js,3.4585
arm64,modernc-quickjs,pdfjs.js,2.5767
arm64,modernc-quickjs,raytrace.js,3.544
arm64,modernc-quickjs,regexp.js,2.333
arm64,modernc-quickjs,richards.ucode.js,1.3397
arm64,modernc-quickjs,splay.js,5.0589
arm64,modernc-quickjs,typescript.js,4.433
arm64,modernc-quickjs,zlib.js,0.9861
arm64,mujs,box2d.js,3.3834
arm64,mujs,code-load.js,0
arm64,mujs,crypto.js,3.5713
arm64,mujs,deltablue.js,4.6004
arm64,mujs,earley-boyer.js,5.2587
arm64,mujs,gbemu.js,0
arm64,mujs,mandreel.js,0
arm64,mujs,navier-stokes.js,5.4035
arm64,mujs,pdfjs.js,0
arm64,mujs,raytrace.js,5.5162
arm64,mujs,regexp.js,0
arm64,mujs,richards.ucode.js,1.99
arm64,mujs,splay.js,6.7655
arm64,mujs,typescript.js,0
arm64,mujs,zlib.js,0
arm64,mujs_gcc,box2d.js,3.4871
arm64,mujs_gcc,code-load.js,0
arm64,mujs_gcc,crypto.js,3.6631
arm64,mujs_gcc,deltablue.js,4.3803
arm64,mujs_gcc,earley-boyer.js,5.3528
arm64,mujs_gcc,gbemu.js,0
arm64,mujs_gcc,mandreel.js,0
arm64,mujs_gcc,navier-stokes.js,5.2739
arm64,mujs_gcc,pdfjs.js,0
arm64,mujs_gcc,raytrace.js,5.5531
arm64,mujs_gcc,regexp.js,0
arm64,mujs_gcc,richards.ucode.js,1.9728
arm64,mujs_gcc,splay.js,6.8139
arm64,mujs_gcc,typescript.js,0
arm64,mujs_gcc,zlib.js,0
arm64,narcissus,richards.ucode.js,0.6201
arm64,nashorn,box2d.js,3.3334
arm64,nashorn,code-load.js,3.6251
arm64,nashorn,crypto.js,13.5997
arm64,nashorn,deltablue.js,14.3131
arm64,nashorn,earley-boyer.js,14.8895
arm64,nashorn,gbemu.js,4.8853
arm64,nashorn,mandreel.js,2.6325
arm64,nashorn,navier-stokes.js,11.9225
arm64,nashorn,pdfjs.js,4.3762
arm64,nashorn,raytrace.js,14.3831
arm64,nashorn,regexp.js,7.3123
arm64,nashorn,richards.ucode.js,9.2408
arm64,nashorn,splay.js,19.3807
arm64,nashorn,typescript.js,5.5875
arm64,nashorn,zlib.js,1.3563
arm64,nashorn_ot,box2d.js,2.6307
arm64,nashorn_ot,code-load.js,2.3169
arm64,nashorn_ot,crypto.js,19.583
arm64,nashorn_ot,deltablue.js,16.049
arm64,nashorn_ot,earley-boyer.js,15.7062
arm64,nashorn_ot,gbemu.js,5.0432
arm64,nashorn_ot,mandreel.js,2.7011
arm64,nashorn_ot,navier-stokes.js,19.583
arm64,nashorn_ot,pdfjs.js,3.8076
arm64,nashorn_ot,raytrace.js,12.622
arm64,nashorn_ot,regexp.js,7.3828
arm64,nashorn_ot,richards.ucode.js,8.7709
arm64,nashorn_ot,splay.js,15.6636
arm64,nashorn_ot,typescript.js,5.0902
arm64,nashorn_ot,zlib.js,1.2725
arm64,njs,box2d.js,4.5486
arm64,njs,code-load.js,0
arm64,njs,crypto.js,6.2958
arm64,njs,deltablue.js,5.1639
arm64,njs,earley-boyer.js,8.4613
arm64,njs,gbemu.js,0
arm64,njs,mandreel.js,0
arm64,njs,navier-stokes.js,0
arm64,njs,pdfjs.js,0
arm64,njs,raytrace.js,5.9985
arm64,njs,regexp.js,0
arm64,njs,richards.ucode.js,2.6559
arm64,njs,splay.js,8.3011
arm64,njs,typescript.js,0
arm64,njs,zlib.js,0
arm64,nova,box2d.js,1.7432
arm64,nova,code-load.js,0
arm64,nova,crypto.js,1.9679
arm64,nova,deltablue.js,2.1675
arm64,nova,earley-boyer.js,2.5971
arm64,nova,gbemu.js,2.1575
arm64,nova,mandreel.js,0.4359
arm64,nova,navier-stokes.js,2.3212
arm64,nova,pdfjs.js,2.0224
arm64,nova,raytrace.js,3.0533
arm64,nova,regexp.js,0
arm64,nova,richards.ucode.js,1.0424
arm64,nova,splay.js,3.1503
arm64,nova,typescript.js,0
arm64,nova,zlib.js,0.6423
arm64,otto,box2d.js,1.4877
arm64,otto,code-load.js,0
arm64,otto,crypto.js,1.5573
arm64,otto,deltablue.js,1.484
arm64,otto,earley-boyer.js,2.5888
arm64,otto,gbemu.js,0
arm64,otto,mandreel.js,0
arm64,otto,navier-stokes.js,1.8964
arm64,otto,pdfjs.js,0
arm64,otto,raytrace.js,2.3822
arm64,otto,regexp.js,0
arm64,otto,richards.ucode.js,0.7715
arm64,otto,splay.js,3.3976
arm64,otto,typescript.js,0
arm64,otto,zlib.js,0
arm64,porffor,richards.ucode.js,3.3739
arm64,primjs,box2d.js,4.6455
arm64,primjs,code-load.js,8.9154
arm64,primjs,crypto.js,5.6909
arm64,primjs,deltablue.js,5.9287
arm64,primjs,earley-boyer.js,7.8589
arm64,primjs,gbemu.js,6.0946
arm64,primjs,mandreel.js,2.8108
arm64,primjs,navier-stokes.js,7.0313
arm64,primjs,pdfjs.js,5.2421
arm64,primjs,raytrace.js,6.7906
arm64,primjs,regexp.js,3.7466
arm64,primjs,richards.ucode.js,2.7177
arm64,primjs,splay.js,8.7545
arm64,primjs,typescript.js,7.9397
arm64,primjs,zlib.js,1.93
arm64,quickjs,box2d.js,5.7655
arm64,quickjs,code-load.js,9.7189
arm64,quickjs,crypto.js,6.9196
arm64,quickjs,deltablue.js,6.379
arm64,quickjs,earley-boyer.js,8.8776
arm64,quickjs,gbemu.js,7.9974
arm64,quickjs,mandreel.js,3.4732
arm64,quickjs,navier-stokes.js,9.5843
arm64,quickjs,pdfjs.js,5.9468
arm64,quickjs,raytrace.js,8.0668
arm64,quickjs,regexp.js,4.7368
arm64,quickjs,richards.ucode.js,3.1856
arm64,quickjs,splay.js,9.4817
arm64,quickjs,typescript.js,8.9914
arm64,quickjs,zlib.js,2.3756
arm64,quickjs-ng,box2d.js,5.444
arm64,quickjs-ng,code-load.js,9.4194
arm64,quickjs-ng,crypto.js,6.6421
arm64,quickjs-ng,deltablue.js,6.1745
arm64,quickjs-ng,earley-boyer.js,8.5788
arm64,quickjs-ng,gbemu.js,6.9361
arm64,quickjs-ng,mandreel.js,3.0365
arm64,quickjs-ng,navier-stokes.js,8.2078
arm64,quickjs-ng,pdfjs.js,5.5441
arm64,quickjs-ng,raytrace.js,7.1909
arm64,quickjs-ng,regexp.js,3.7896
arm64,quickjs-ng,richards.ucode.js,2.9949
arm64,quickjs-ng,splay.js,9.3692
arm64,quickjs-ng,typescript.js,8.7869
arm64,quickjs-ng,zlib.js,2.1962
arm64,quickjs-ng_gcc,box2d.js,5.2244
arm64,quickjs-ng_gcc,code-load.js,9.4138
arm64,quickjs-ng_gcc,crypto.js,6.5582
arm64,quickjs-ng_gcc,deltablue.js,6.0106
arm64,quickjs-ng_gcc,earley-boyer.js,8.5219
arm64,quickjs-ng_gcc,gbemu.js,6.7726
arm64,quickjs-ng_gcc,mandreel.js,2.9632
arm64,quickjs-ng_gcc,navier-stokes.js,7.98
arm64,quickjs-ng_gcc,pdfjs.js,5.4317
arm64,quickjs-ng_gcc,raytrace.js,7.1311
arm64,quickjs-ng_gcc,regexp.js,3.6562
arm64,quickjs-ng_gcc,richards.ucode.js,2.9354
arm64,quickjs-ng_gcc,splay.js,8.988
arm64,quickjs-ng_gcc,typescript.js,8.5303
arm64,quickjs-ng_gcc,zlib.js,2.0304
arm64,quickjs_gcc,box2d.js,5.543
arm64,quickjs_gcc,code-load.js,9.7915
arm64,quickjs_gcc,crypto.js,7.1079
arm64,quickjs_gcc,deltablue.js,5.9689
arm64,quickjs_gcc,earley-boyer.js,9.0249
arm64,quickjs_gcc,gbemu.js,7.5642
arm64,quickjs_gcc,mandreel.js,3.3544
arm64,quickjs_gcc,navier-stokes.js,9.1311
arm64,quickjs_gcc,pdfjs.js,5.9786
arm64,quickjs_gcc,raytrace.js,8.1062
arm64,quickjs_gcc,regexp.js,4.6733
arm64,quickjs_gcc,richards.ucode.js,3.043
arm64,quickjs_gcc,splay.js,9.7384
arm64,quickjs_gcc,typescript.js,8.8841
arm64,quickjs_gcc,zlib.js,2.1474
arm64,qv4,box2d.js,5.7325
arm64,qv4,code-load.js,7.3143
arm64,qv4,crypto.js,11.2637
arm64,qv4,deltablue.js,5.793
arm64,qv4,earley-boyer.js,9.5342
arm64,qv4,gbemu.js,7.3359
arm64,qv4,mandreel.js,3.4521
arm64,qv4,navier-stokes.js,0
arm64,qv4,pdfjs.js,0
arm64,qv4,raytrace.js,8.5793
arm64,qv4,regexp.js,6.7184
arm64,qv4,richards.ucode.js,3.024
arm64,qv4,splay.js,10.9137
arm64,qv4,typescript.js,9.4543
arm64,qv4,zlib.js,2.8315
arm64,qv4_clang,box2d.js,5.8726
arm64,qv4_clang,code-load.js,7.3597
arm64,qv4_clang,crypto.js,11.4358
arm64,qv4_clang,deltablue.js,6.0175
arm64,qv4_clang,earley-boyer.js,8.9861
arm64,qv4_clang,gbemu.js,7.2913
arm64,qv4_clang,mandreel.js,3.4508
arm64,qv4_clang,navier-stokes.js,0
arm64,qv4_clang,pdfjs.js,0
arm64,qv4_clang,raytrace.js,8.3908
arm64,qv4_clang,regexp.js,6.5896
arm64,qv4_clang,richards.ucode.js,3.0848
arm64,qv4_clang,splay.js,11.0554
arm64,qv4_clang,typescript.js,9.5182
arm64,qv4_clang,zlib.js,2.759
arm64,qv4_jitless,box2d.js,5.8758
arm64,qv4_jitless,code-load.js,7.3289
arm64,qv4_jitless,crypto.js,8.7374
arm64,qv4_jitless,deltablue.js,6.9481
arm64,qv4_jitless,earley-boyer.js,10.287
arm64,qv4_jitless,gbemu.js,7.0379
arm64,qv4_jitless,mandreel.js,3.1902
arm64,qv4_jitless,navier-stokes.js,0
arm64,qv4_jitless,pdfjs.js,0
arm64,qv4_jitless,raytrace.js,8.951
arm64,qv4_jitless,regexp.js,4.7398
arm64,qv4_jitless,richards.ucode.js,3.428
arm64,qv4_jitless,splay.js,11.223
arm64,qv4_jitless,typescript.js,9.5016
arm64,qv4_jitless,zlib.js,2.35
arm64,rhino,box2d.js,2.3252
arm64,rhino,code-load.js,9.7915
arm64,rhino,crypto.js,7.9232
arm64,rhino,deltablue.js,8.0063
arm64,rhino,earley-boyer.js,9.2921
arm64,rhino,gbemu.js,4.4028
arm64,rhino,mandreel.js,0
arm64,rhino,navier-stokes.js,7.5861
arm64,rhino,pdfjs.js,3.4684
arm64,rhino,raytrace.js,8.194
arm64,rhino,regexp.js,4.0267
arm64,rhino,richards.ucode.js,3.6439
arm64,rhino,splay.js,12.7028
arm64,rhino,typescript.js,5.1869
arm64,rhino,zlib.js,0
arm64,sablejs,box2d.js,2.3135
arm64,sablejs,code-load.js,0
arm64,sablejs,crypto.js,3.3269
arm64,sablejs,deltablue.js,3.2492
arm64,sablejs,earley-boyer.js,4.8054
arm64,sablejs,gbemu.js,0
arm64,sablejs,mandreel.js,0
arm64,sablejs,navier-stokes.js,3.6862
arm64,sablejs,pdfjs.js,0
arm64,sablejs,raytrace.js,4.0366
arm64,sablejs,regexp.js,4.9082
arm64,sablejs,richards.ucode.js,1.509
arm64,sablejs,splay.js,5.1305
arm64,sablejs,typescript.js,4.2472
arm64,sablejs,zlib.js,0
arm64,sobek,box2d.js,2.6533
arm64,sobek,code-load.js,9.421
arm64,sobek,crypto.js,2.9389
arm64,sobek,deltablue.js,3.86
arm64,sobek,earley-boyer.js,5.1195
arm64,sobek,gbemu.js,3.3915
arm64,sobek,mandreel.js,1.3681
arm64,sobek,navier-stokes.js,3.6902
arm64,sobek,pdfjs.js,2.6401
arm64,sobek,raytrace.js,4.2409
arm64,sobek,regexp.js,3.0936
arm64,sobek,richards.ucode.js,1.8083
arm64,sobek,splay.js,6.8259
arm64,sobek,typescript.js,5.2576
arm64,sobek,zlib.js,0.8803
arm64,sophonjs,box2d.js,0
arm64,sophonjs,code-load.js,0
