arch,binary,test,weight
amd64,nova,regexp.js,0
amd64,nova,richards.ucode.js,0.8195
amd64,nova,splay.js,2.4411
amd64,nova,typescript.js,0
amd64,nova,zlib.js,0.4967
amd64,otto,box2d.js,1.2347
amd64,otto,code-load.js,0
amd64,otto,crypto.js,1.2725
amd64,otto,deltablue.js,1.2705
amd64,otto,earley-boyer.js,2.1555
amd64,otto,gbemu.js,0
amd64,otto,mandreel.js,0
amd64,otto,navier-stokes.js,1.5259
amd64,otto,pdfjs.js,0
amd64,otto,raytrace.js,2.0171
amd64,otto,regexp.js,0
amd64,otto,richards.ucode.js,0.6517
amd64,otto,splay.js,2.992
amd64,otto,typescript.js,0
amd64,otto,zlib.js,0
amd64,porffor,richards.ucode.js,2.7303
amd64,primjs,box2d.js,3.7415
amd64,primjs,code-load.js,7.3395
amd64,primjs,crypto.js,4.9741
amd64,primjs,deltablue.js,4.646
amd64,primjs,earley-boyer.js,6.303
amd64,primjs,gbemu.js,5.2106
amd64,primjs,mandreel.js,2.2247
amd64,primjs,navier-stokes.js,6.0096
amd64,primjs,pdfjs.js,4.4108
amd64,primjs,raytrace.js,5.3687
amd64,primjs,regexp.js,3.1983
amd64,primjs,richards.ucode.js,2.3116
amd64,primjs,splay.js,6.7696
amd64,primjs,typescript.js,6.3979
amd64,primjs,zlib.js,1.6145
amd64,quickjs,box2d.js,4.4956
amd64,quickjs,code-load.js,7.9431
amd64,quickjs,crypto.js,5.8293
amd64,quickjs,deltablue.js,5.2587
amd64,quickjs,earley-boyer.js,6.9119
amd64,quickjs,gbemu.js,6.2745
amd64,quickjs,mandreel.js,2.7209
amd64,quickjs,navier-stokes.js,7.3749
amd64,quickjs,pdfjs.js,4.8148
amd64,quickjs,raytrace.js,6.3938
amd64,quickjs,regexp.js,3.93
amd64,quickjs,richards.ucode.js,2.7484
amd64,quickjs,splay.js,8.4016
amd64,quickjs,typescript.js,7.0515
amd64,quickjs,zlib.js,1.8538
amd64,quickjs-ng,box2d.js,4.1128
amd64,quickjs-ng,code-load.js,7.6334
amd64,quickjs-ng,crypto.js,5.2956
amd64,quickjs-ng,deltablue.js,4.9914
amd64,quickjs-ng,earley-boyer.js,6.6408
amd64,quickjs-ng,gbemu.js,5.4862
amd64,quickjs-ng,mandreel.js,2.2939
amd64,quickjs-ng,navier-stokes.js,6.2027
amd64,quickjs-ng,pdfjs.js,4.4416
amd64,quickjs-ng,raytrace.js,5.4884
amd64,quickjs-ng,regexp.js,3.2668
amd64,quickjs-ng,richards.ucode.js,2.5604
amd64,quickjs-ng,splay.js,8.2652
amd64,quickjs-ng,typescript.js,6.7912
amd64,quickjs-ng,zlib.js,1.7268
amd64,quickjs-ng_gcc,box2d.js,4.0455
amd64,quickjs-ng_gcc,code-load.js,7.664
amd64,quickjs-ng_gcc,crypto.js,4.0813
amd64,quickjs-ng_gcc,deltablue.js,4.9876
amd64,quickjs-ng_gcc,earley-boyer.js,6.5582
amd64,quickjs-ng_gcc,gbemu.js,4.8595
amd64,quickjs-ng_gcc,mandreel.js,1.9262
amd64,quickjs-ng_gcc,navier-stokes.js,5.889
amd64,quickjs-ng_gcc,pdfjs.js,4.1871
amd64,quickjs-ng_gcc,raytrace.js,5.4557
amd64,quickjs-ng_gcc,regexp.js,3.2021
amd64,quickjs-ng_gcc,richards.ucode.js,2.4332
amd64,quickjs-ng_gcc,splay.js,7.9978
amd64,quickjs-ng_gcc,typescript.js,6.6435
amd64,quickjs-ng_gcc,zlib.js,1.2178
amd64,quickjs_gcc,box2d.js,4.3975
amd64,quickjs_gcc,code-load.js,8.1664
amd64,quickjs_gcc,crypto.js,4.2125
amd64,quickjs_gcc,deltablue.js,5.0845
amd64,quickjs_gcc,earley-boyer.js,6.9269
amd64,quickjs_gcc,gbemu.js,5.3236
amd64,quickjs_gcc,mandreel.js,2.0818
amd64,quickjs_gcc,navier-stokes.js,6.5698
amd64,quickjs_gcc,pdfjs.js,4.5213
amd64,quickjs_gcc,raytrace.js,6.2503
amd64,quickjs_gcc,regexp.js,4.1181
amd64,quickjs_gcc,richards.ucode.js,2.6056
amd64,quickjs_gcc,splay.js,8.3717
amd64,quickjs_gcc,typescript.js,6.989
amd64,quickjs_gcc,zlib.js,1.2484
amd64,qv4,box2d.js,4.8782
amd64,qv4,code-load.js,6.162
amd64,qv4,crypto.js,8.9699
amd64,qv4,deltablue.js,5.9682
amd64,qv4,earley-boyer.js,8.3403
amd64,qv4,gbemu.js,6.1488
amd64,qv4,mandreel.js,2.8608
amd64,qv4,navier-stokes.js,0
amd64,qv4,pdfjs.js,0
amd64,qv4,raytrace.js,6.6988
amd64,qv4,regexp.js,6.0284
amd64,qv4,richards.ucode.js,3.0297
amd64,qv4,splay.js,8.9171
amd64,qv4,typescript.js,7.4939
amd64,qv4,zlib.js,2.2359
amd64,qv4_clang,box2d.js,4.844
amd64,qv4_clang,code-load.js,6.1319
amd64,qv4_clang,crypto.js,8.9717
amd64,qv4_clang,deltablue.js,5.9479
amd64,qv4_clang,earley-boyer.js,8.3546
amd64,qv4_clang,gbemu.js,5.9843
amd64,qv4_clang,mandreel.js,2.7382
amd64,qv4_clang,navier-stokes.js,0
amd64,qv4_clang,pdfjs.js,0
amd64,qv4_clang,raytrace.js,6.65
amd64,qv4_clang,regexp.js,6.1397
amd64,qv4_clang,richards.ucode.js,2.9953
amd64,qv4_clang,splay.js,9.0213
amd64,qv4_clang,typescript.js,7.4871
amd64,qv4_clang,zlib.js,2.1351
amd64,qv4_jitless,box2d.js,4.5305
amd64,qv4_jitless,code-load.js,6.12
amd64,qv4_jitless,crypto.js,6.8916
amd64,qv4_jitless,deltablue.js,5.4155
amd64,qv4_jitless,earley-boyer.js,7.8522
amd64,qv4_jitless,gbemu.js,5.5181
amd64,qv4_jitless,mandreel.js,2.4661
amd64,qv4_jitless,navier-stokes.js,0
amd64,qv4_jitless,pdfjs.js,0
amd64,qv4_jitless,raytrace.js,6.4526
amd64,qv4_jitless,regexp.js,4.0009
amd64,qv4_jitless,richards.ucode.js,2.7333
amd64,qv4_jitless,splay.js,8.9363
amd64,qv4_jitless,typescript.js,7.0625
amd64,qv4_jitless,zlib.js,1.8107
amd64,rhino,box2d.js,1.7483
amd64,rhino,code-load.js,7.0237
amd64,rhino,crypto.js,6.8705
amd64,rhino,deltablue.js,5.8509
amd64,rhino,earley-boyer.js,7.3211
amd64,rhino,gbemu.js,3.5167
amd64,rhino,mandreel.js,0
amd64,rhino,navier-stokes.js,5.4338
amd64,rhino,pdfjs.js,2.8239
amd64,rhino,raytrace.js,5.7179
amd64,rhino,regexp.js,3.1552
amd64,rhino,richards.ucode.js,3.1309
amd64,rhino,splay.js,10.0596
amd64,rhino,typescript.js,4.052
amd64,rhino,zlib.js,0
amd64,sablejs,box2d.js,1.8965
amd64,sablejs,code-load.js,0
amd64,sablejs,crypto.js,2.4819
amd64,sablejs,deltablue.js,2.5323
amd64,sablejs,earley-boyer.js,3.7351
amd64,sablejs,gbemu.js,0
amd64,sablejs,mandreel.js,0
amd64,sablejs,navier-stokes.js,2.7965
amd64,sablejs,pdfjs.js,0
amd64,sablejs,raytrace.js,3.276
amd64,sablejs,regexp.js,3.8722
amd64,sablejs,richards.ucode.js,1.1821
amd64,sablejs,splay.js,4.3537
amd64,sablejs,typescript.js,3.4077
amd64,sablejs,zlib.js,0
amd64,sobek,box2d.js,2.0915
amd64,sobek,code-load.js,7.5364
amd64,sobek,crypto.js,2.2944
amd64,sobek,deltablue.js,3.1612
amd64,sobek,earley-boyer.js,4.2461
amd64,sobek,gbemu.js,2.6873
amd64,sobek,mandreel.js,1.127
amd64,sobek,navier-stokes.js,2.8432
amd64,sobek,pdfjs.js,2.1523
amd64,sobek,raytrace.js,3.373
amd64,sobek,regexp.js,2.7957
amd64,sobek,richards.ucode.js,1.427
amd64,sobek,splay.js,5.6635
amd64,sobek,typescript.js,4.2783
amd64,sobek,zlib.js,0.7129
amd64,sophonjs,box2d.js,0
amd64,sophonjs,code-load.js,0
amd64,sophonjs,crypto.js,3.2186
amd64,sophonjs,deltablue.js,3.1322
amd64,sophonjs,earley-boyer.js,0
amd64,sophonjs,gbemu.js,0
amd64,sophonjs,mandreel.js,0
amd64,sophonjs,navier-stokes.js,0
amd64,sophonjs,pdfjs.js,0
amd64,sophonjs,raytrace.js,4.2144
amd64,sophonjs,regexp.js,0
amd64,sophonjs,richards.ucode.js,1.4894
amd64,sophonjs,splay.js,0
amd64,sophonjs,typescript.js,0
amd64,sophonjs,zlib.js,0
amd64,spidermonkey,box2d.js,9.7915
amd64,spidermonkey,code-load.js,9.7915
amd64,spidermonkey,crypto.js,17.7055
amd64,spidermonkey,deltablue.js,15.483
amd64,spidermonkey,earley-boyer.js,19.583
amd64,spidermonkey,gbemu.js,9.7915
amd64,spidermonkey,mandreel.js,9.7915
amd64,spidermonkey,navier-stokes.js,19.583
amd64,spidermonkey,pdfjs.js,9.7915
amd64,spidermonkey,raytrace.js,19.583
amd64,spidermonkey,regexp.js,12.671
amd64,spidermonkey,richards.ucode.js,7.2096
amd64,spidermonkey,splay.js,19.583
amd64,spidermonkey,typescript.js,0
amd64,spidermonkey,zlib.js,4.8957
amd64,spidermonkey_1.5,box2d.js,2.6991
amd64,spidermonkey_1.5,code-load.js,7.6529
amd64,spidermonkey_1.5,crypto.js,3.8956
amd64,spidermonkey_1.5,deltablue.js,3.9164
amd64,spidermonkey_1.5,earley-boyer.js,4.0393
amd64,spidermonkey_1.5,gbemu.js,0
amd64,spidermonkey_1.5,mandreel.js,0
amd64,spidermonkey_1.5,navier-stokes.js,4.1627
amd64,spidermonkey_1.5,pdfjs.js,0
amd64,spidermonkey_1.5,raytrace.js,4.1204
amd64,spidermonkey_1.5,regexp.js,3.4362
amd64,spidermonkey_1.5,richards.ucode.js,2.0456
amd64,spidermonkey_1.5,splay.js,4.5876
amd64,spidermonkey_1.5,typescript.js,0
amd64,spidermonkey_1.5,zlib.js,0
amd64,spidermonkey_1.6,box2d.js,2.592
amd64,spidermonkey_1.6,code-load.js,7.4821
amd64,spidermonkey_1.6,crypto.js,3.6256
amd64,spidermonkey_1.6,deltablue.js,3.5797
amd64,spidermonkey_1.6,earley-boyer.js,3.9071
amd64,spidermonkey_1.6,gbemu.js,0
amd64,spidermonkey_1.6,mandreel.js,0
amd64,spidermonkey_1.6,navier-stokes.js,3.9178
amd64,spidermonkey_1.6,pdfjs.js,0
amd64,spidermonkey_1.6,raytrace.js,4.1126
amd64,spidermonkey_1.6,regexp.js,3.4621
amd64,spidermonkey_1.6,richards.ucode.js,1.7773
amd64,spidermonkey_1.6,splay.js,4.8569
amd64,spidermonkey_1.6,typescript.js,0
amd64,spidermonkey_1.6,zlib.js,0
amd64,spidermonkey_1.7,box2d.js,3.0882
amd64,spidermonkey_1.7,code-load.js,7.3448
amd64,spidermonkey_1.7,crypto.js,5.0308
amd64,spidermonkey_1.7,deltablue.js,4.3079
amd64,spidermonkey_1.7,earley-boyer.js,4.4084
amd64,spidermonkey_1.7,gbemu.js,0
amd64,spidermonkey_1.7,mandreel.js,0
amd64,spidermonkey_1.7,navier-stokes.js,4.4993
amd64,spidermonkey_1.7,pdfjs.js,0
amd64,spidermonkey_1.7,raytrace.js,4.4126
amd64,spidermonkey_1.7,regexp.js,3.879
amd64,spidermonkey_1.7,richards.ucode.js,2.351
amd64,spidermonkey_1.7,splay.js,4.9152
amd64,spidermonkey_1.7,typescript.js,0
amd64,spidermonkey_1.7,zlib.js,0
amd64,spidermonkey_1.8.0,box2d.js,3.4006
amd64,spidermonkey_1.8.0,code-load.js,9.0522
amd64,spidermonkey_1.8.0,crypto.js,4.5979
amd64,spidermonkey_1.8.0,deltablue.js,4.8492
amd64,spidermonkey_1.8.0,earley-boyer.js,5.2613
amd64,spidermonkey_1.8.0,gbemu.js,0
amd64,spidermonkey_1.8.0,mandreel.js,0
amd64,spidermonkey_1.8.0,navier-stokes.js,5.607
amd64,spidermonkey_1.8.0,pdfjs.js,0
amd64,spidermonkey_1.8.0,raytrace.js,4.4561
amd64,spidermonkey_1.8.0,regexp.js,4.1082
amd64,spidermonkey_1.8.0,richards.ucode.js,2.4238
amd64,spidermonkey_1.8.0,splay.js,4.7296
amd64,spidermonkey_1.8.0,typescript.js,5.4212
amd64,spidermonkey_1.8.0,zlib.js,0
amd64,spidermonkey_1.8.5,box2d.js,4.6476
amd64,spidermonkey_1.8.5,code-load.js,9.3632
amd64,spidermonkey_1.8.5,crypto.js,15.3654
amd64,spidermonkey_1.8.5,deltablue.js,10.3183
amd64,spidermonkey_1.8.5,earley-boyer.js,7.9709
amd64,spidermonkey_1.8.5,gbemu.js,6.6548
amd64,spidermonkey_1.8.5,mandreel.js,2.4269
amd64,spidermonkey_1.8.5,navier-stokes.js,15.1976
amd64,spidermonkey_1.8.5,pdfjs.js,6.4516
amd64,spidermonkey_1.8.5,raytrace.js,7.8188
amd64,spidermonkey_1.8.5,regexp.js,6.7419
amd64,spidermonkey_1.8.5,richards.ucode.js,7.5874
amd64,spidermonkey_1.8.5,splay.js,8.3435
amd64,spidermonkey_1.8.5,typescript.js,6.998
amd64,spidermonkey_1.8.5,zlib.js,1.9705
amd64,spidermonkey_17,box2d.js,6.9136
amd64,spidermonkey_17,code-load.js,9.3636
amd64,spidermonkey_17,crypto.js,10.9375
amd64,spidermonkey_17,deltablue.js,10.1659
amd64,spidermonkey_17,earley-boyer.js,13.8843
amd64,spidermonkey_17,gbemu.js,9.4548
amd64,spidermonkey_17,mandreel.js,4.3195
amd64,spidermonkey_17,navier-stokes.js,10.9892
amd64,spidermonkey_17,pdfjs.js,7.6325
amd64,spidermonkey_17,raytrace.js,12.1708
amd64,spidermonkey_17,regexp.js,6.5598
amd64,spidermonkey_17,richards.ucode.js,5.4533
amd64,spidermonkey_17,splay.js,15.0913
amd64,spidermonkey_17,typescript.js,9.7915
amd64,spidermonkey_17,zlib.js,3.1875
amd64,spidermonkey_24,box2d.js,7.8683
amd64,spidermonkey_24,code-load.js,9.7915
amd64,spidermonkey_24,crypto.js,19.583
amd64,spidermonkey_24,deltablue.js,19.583
amd64,spidermonkey_24,earley-boyer.js,19.0808
amd64,spidermonkey_24,gbemu.js,9.7915
amd64,spidermonkey_24,mandreel.js,6.3794
amd64,spidermonkey_24,navier-stokes.js,19.583
amd64,spidermonkey_24,pdfjs.js,8.4985
amd64,spidermonkey_24,raytrace.js,19.583
amd64,spidermonkey_24,regexp.js,7.9932
amd64,spidermonkey_24,richards.ucode.js,9.7915
amd64,spidermonkey_24,splay.js,17.6061
amd64,spidermonkey_24,typescript.js,8.6257
amd64,spidermonkey_24,zlib.js,4.8957
amd64,spidermonkey_gcc,box2d.js,9.7915
amd64,spidermonkey_gcc,code-load.js,9.7915
amd64,spidermonkey_gcc,crypto.js,17.5507
amd64,spidermonkey_gcc,deltablue.js,15.4035
amd64,spidermonkey_gcc,earley-boyer.js,19.583
amd64,spidermonkey_gcc,gbemu.js,9.7915
amd64,spidermonkey_gcc,mandreel.js,9.7216
amd64,spidermonkey_gcc,navier-stokes.js,19.583
amd64,spidermonkey_gcc,pdfjs.js,9.7915
amd64,spidermonkey_gcc,raytrace.js,19.583
amd64,spidermonkey_gcc,regexp.js,12.6498
amd64,spidermonkey_gcc,richards.ucode.js,7.1872
amd64,spidermonkey_gcc,splay.js,19.0621
amd64,spidermonkey_gcc,typescript.js,0
amd64,spidermonkey_gcc,zlib.js,4.8957
amd64,spidermonkey_jitless,box2d.js,3.0853
amd64,spidermonkey_jitless,code-load.js,9.7915
amd64,spidermonkey_jitless,crypto.js,4.7207
amd64,spidermonkey_jitless,deltablue.js,3.1203
amd64,spidermonkey_jitless,earley-boyer.js,5.6329
amd64,spidermonkey_jitless,gbemu.js,3.7414
amd64,spidermonkey_jitless,mandreel.js,1.572
amd64,spidermonkey_jitless,navier-stokes.js,5.6438
amd64,spidermonkey_jitless,pdfjs.js,4.4413
amd64,spidermonkey_jitless,raytrace.js,4.9029
amd64,spidermonkey_jitless,regexp.js,3.9741
amd64,spidermonkey_jitless,richards.ucode.js,1.5546
amd64,spidermonkey_jitless,splay.js,7.1172
amd64,spidermonkey_jitless,typescript.js,5.043
amd64,spidermonkey_jitless,zlib.js,1.3127
amd64,starlight,richards.ucode.js,1.3663
amd64,twostroke,richards.ucode.js,0.3125
amd64,ucode,richards.ucode.js,0.8639
amd64,v8,box2d.js,9.7915
amd64,v8,code-load.js,9.7915
amd64,v8,crypto.js,19.583
amd64,v8,deltablue.js,19.583
amd64,v8,earley-boyer.js,19.583
amd64,v8,gbemu.js,9.7915
amd64,v8,mandreel.js,9.7915
amd64,v8,navier-stokes.js,19.583
amd64,v8,pdfjs.js,9.7915
amd64,v8,raytrace.js,19.583
amd64,v8,regexp.js,13.2943
amd64,v8,richards.ucode.js,9.7915
amd64,v8,splay.js,19.583
amd64,v8,typescript.js,9.7915
amd64,v8,zlib.js,4.8957
amd64,v8_gcc,box2d.js,9.7915
amd64,v8_gcc,code-load.js,9.7915
amd64,v8_gcc,crypto.js,19.583
amd64,v8_gcc,deltablue.js,19.583
amd64,v8_gcc,earley-boyer.js,19.583
amd64,v8_gcc,gbemu.js,9.7915
amd64,v8_gcc,mandreel.js,9.7915
amd64,v8_gcc,navier-stokes.js,19.583
amd64,v8_gcc,pdfjs.js,9.7915
amd64,v8_gcc,raytrace.js,19.583
amd64,v8_gcc,regexp.js,13.3408
amd64,v8_gcc,richards.ucode.js,9.7915
amd64,v8_gcc,splay.js,19.583
amd64,v8_gcc,typescript.js,9.7915
amd64,v8_gcc,zlib.js,4.8957
amd64,v8_jitless,box2d.js,5.2243
amd64,v8_jitless,code-load.js,9.7915
amd64,v8_jitless,crypto.js,6.4595
amd64,v8_jitless,deltablue.js,7.0137
amd64,v8_jitless,earley-boyer.js,11.5419
amd64,v8_jitless,gbemu.js,6.3219
amd64,v8_jitless,mandreel.js,2.6771
amd64,v8_jitless,navier-stokes.js,7.473
amd64,v8_jitless,pdfjs.js,7.0617
amd64,v8_jitless,raytrace.js,9.6411
amd64,v8_jitless,regexp.js,8.129
amd64,v8_jitless,richards.ucode.js,3.3789
amd64,v8_jitless,splay.js,12.6246
amd64,v8_jitless,typescript.js,9.3452
amd64,v8_jitless,zlib.js,1.844
amd64,v8_pgo,box2d.js,9.7915
amd64,v8_pgo,code-load.js,9.7915
amd64,v8_pgo,crypto.js,19.583
amd64,v8_pgo,deltablue.js,19.583
amd64,v8_pgo,earley-boyer.js,19.583
amd64,v8_pgo,gbemu.js,9.7915
amd64,v8_pgo,mandreel.js,9.7915
amd64,v8_pgo,navier-stokes.js,19.583
amd64,v8_pgo,pdfjs.js,9.7915
amd64,v8_pgo,raytrace.js,19.583
amd64,v8_pgo,regexp.js,13.3337
amd64,v8_pgo,richards.ucode.js,9.7915
amd64,v8_pgo,splay.js,19.583
amd64,v8_pgo,typescript.js,9.7915
amd64,v8_pgo,zlib.js,4.8957
amd64,xs,box2d.js,3.7247
amd64,xs,code-load.js,0
amd64,xs,crypto.js,3.9988
amd64,xs,deltablue.js,3.9432
amd64,xs,earley-boyer.js,3.9104
amd64,xs,gbemu.js,0
amd64,xs,mandreel.js,0.4235
amd64,xs,navier-stokes.js,5.4955
amd64,xs,pdfjs.js,0
amd64,xs,raytrace.js,5.6313
amd64,xs,regexp.js,2.384
amd64,xs,richards.ucode.js,1.6608
amd64,xs,splay.js,3.598
amd64,xs,typescript.js,0
amd64,xs,zlib.js,0
amd64,xs_clang,box2d.js,3.4788
amd64,xs_clang,code-load.js,0
amd64,xs_clang,crypto.js,3.7092
amd64,xs_clang,deltablue.js,3.6541
amd64,xs_clang,earley-boyer.js,3.8012
amd64,xs_clang,gbemu.js,0
amd64,xs_clang,mandreel.js,0.4226
amd64,xs_clang,navier-stokes.js,5.1058
amd64,xs_clang,pdfjs.js,0
amd64,xs_clang,raytrace.js,5.3522
amd64,xs_clang,regexp.js,2.3061
amd64,xs_clang,richards.ucode.js,1.5583
amd64,xs_clang,splay.js,3.4945
amd64,xs_clang,typescript.js,0
amd64,xs_clang,zlib.js,0
amd64,yavashark,box2d.js,2.4513
amd64,yavashark,code-load.js,0
amd64,yavashark,crypto.js,1.1945
amd64,yavashark,deltablue.js,1.1048
amd64,yavashark,earley-boyer.js,0
amd64,yavashark,gbemu.js,0
amd64,yavashark,mandreel.js,0
amd64,yavashark,navier-stokes.js,0
amd64,yavashark,pdfjs.js,0
amd64,yavashark,raytrace.js,1.8425
amd64,yavashark,regexp.js,0
amd64,yavashark,richards.ucode.js,0.5344
amd64,yavashark,splay.js,2.598
amd64,yavashark,typescript.js,0
amd64,yavashark,zlib.js,0
arm64,besen,crypto.js,2.336
arm64,besen,deltablue.js,1.6502
arm64,besen,navier-stokes.js,3.7969
arm64,besen,richards.ucode.js,1.0062
arm64,boa,box2d.js,3.1175
arm64,boa,code-load.js,5.68
arm64,boa,crypto.js,3.0052
arm64,boa,deltablue.js,3.2324
arm64,boa,earley-boyer.js,4.5765
arm64,boa,gbemu.js,3.3325
arm64,boa,mandreel.js,1.4005
arm64,boa,navier-stokes.js,4.1175
arm64,boa,pdfjs.js,3.008
arm64,boa,raytrace.js,4.32
arm64,boa,regexp.js,2.0566
arm64,boa,richards.ucode.js,1.6188
arm64,boa,splay.js,4.7244
arm64,boa,typescript.js,0
arm64,boa,zlib.js,0.8154
arm64,brimstone,box2d.js,2.7734
arm64,brimstone,code-load.js,9.7915
arm64,brimstone,crypto.js,3.5412
arm64,brimstone,deltablue.js,3.6257
arm64,brimstone,earley-boyer.js,6.024
arm64,brimstone,gbemu.js,3.3949
arm64,brimstone,mandreel.js,1.4453
arm64,brimstone,navier-stokes.js,4.0347
arm64,brimstone,pdfjs.js,3.4307
arm64,brimstone,raytrace.js,4.7774
arm64,brimstone,regexp.js,3.1123
arm64,brimstone,richards.ucode.js,1.5372
arm64,brimstone,splay.js,6.7458
arm64,brimstone,typescript.js,5.1005
arm64,brimstone,zlib.js,1.1463
arm64,castl,box2d.js,4.7526
arm64,castl,code-load.js,0
arm64,castl,crypto.js,4.1667
arm64,castl,deltablue.js,4.0023
arm64,castl,earley-boyer.js,0
arm64,castl,gbemu.js,0
arm64,castl,mandreel.js,0
arm64,castl,navier-stokes.js,4.2892
arm64,castl,pdfjs.js,0
arm64,castl,raytrace.js,4.46
arm64,castl,regexp.js,0
arm64,castl,richards.ucode.js,2.7543
arm64,castl,splay.js,7.4639
arm64,castl,typescript.js,0
arm64,castl,zlib.js,0
arm64,cesanta-v7,richards.ucode.js,0.3524
arm64,chakracore,box2d.js,3.985
arm64,chakracore,code-load.js,9.7915
arm64,chakracore,crypto.js,5.0438
arm64,chakracore,deltablue.js,3.8794
arm64,chakracore,earley-boyer.js,6.6845
arm64,chakracore,gbemu.js,4.9389
arm64,chakracore,mandreel.js,2.1534
arm64,chakracore,navier-stokes.js,5.4256
arm64,chakracore,pdfjs.js,5.1688
arm64,chakracore,raytrace.js,5.8103
arm64,chakracore,regexp.js,7.1882
arm64,chakracore,richards.ucode.js,2.0435
arm64,chakracore,splay.js,9.8042
arm64,chakracore,typescript.js,6.5102
arm64,chakracore,zlib.js,1.6164
arm64,chakracore_jitless,box2d.js,3.9927
arm64,chakracore_jitless,code-load.js,9.7915
arm64,chakracore_jitless,crypto.js,4.9442
arm64,chakracore_jitless,deltablue.js,3.8763
arm64,chakracore_jitless,earley-boyer.js,6.7485
arm64,chakracore_jitless,gbemu.js,4.9444
arm64,chakracore_jitless,mandreel.js,2.1875
arm64,chakracore_jitless,navier-stokes.js,5.5804
arm64,chakracore_jitless,pdfjs.js,5.2637
arm64,chakracore_jitless,raytrace.js,5.6961
arm64,chakracore_jitless,regexp.js,7.3936
arm64,chakracore_jitless,richards.ucode.js,1.9818
arm64,chakracore_jitless,splay.js,9.5891
arm64,chakracore_jitless,typescript.js,6.4679
arm64,chakracore_jitless,zlib.js,1.616
arm64,dmdscript,box2d.js,0
arm64,dmdscript,code-load.js,0
arm64,dmdscript,crypto.js,0
arm64,dmdscript,deltablue.js,1.7121
arm64,dmdscript,earley-boyer.js,3.1559
arm64,dmdscript,gbemu.js,0
arm64,dmdscript,mandreel.js,0
arm64,dmdscript,navier-stokes.js,0
arm64,dmdscript,pdfjs.js,0
arm64,dmdscript,raytrace.js,3.3466
arm64,dmdscript,regexp.js,0
arm64,dmdscript,richards.ucode.js,0.7899
arm64,dmdscript,splay.js,0
arm64,dmdscript,typescript.js,0
arm64,dmdscript,zlib.js,0
arm64,duktape,box2d.js,4.4308
arm64,duktape,code-load.js,9.0967
arm64,duktape,crypto.js,6.6775
arm64,duktape,deltablue.js,4.8644
arm64,duktape,earley-boyer.js,6.5968
arm64,duktape,gbemu.js,5.6946
arm64,duktape,mandreel.js,0
arm64,duktape,navier-stokes.js,7.6141
arm64,duktape,pdfjs.js,2.466
arm64,duktape,raytrace.js,6.2572
arm64,duktape,regexp.js,3.5817
arm64,duktape,richards.ucode.js,2.2597
arm64,duktape,splay.js,8.3674
arm64,duktape,typescript.js,0
arm64,duktape,zlib.js,1.5176
arm64,duktape_clang,box2d.js,4.6649
arm64,duktape_clang,code-load.js,8.9738
arm64,duktape_clang,crypto.js,6.8671
arm64,duktape_clang,deltablue.js,5.0279
arm64,duktape_clang,earley-boyer.js,6.8383
arm64,duktape_clang,gbemu.js,5.9423
arm64,duktape_clang,mandreel.js,0
arm64,duktape_clang,navier-stokes.js,8.0234
arm64,duktape_clang,pdfjs.js,2.3996
arm64,duktape_clang,raytrace.js,6.8262
arm64,duktape_clang,regexp.js,3.8357
arm64,duktape_clang,richards.ucode.js,2.3366
arm64,duktape_clang,splay.js,8.651
arm64,duktape_clang,typescript.js,0
arm64,duktape_clang,zlib.js,1.6501
arm64,engine262,crypto.js,0.305
arm64,engine262,deltablue.js,0.3182
arm64,engine262,earley-boyer.js,0.4588
arm64,engine262,mandreel.js,0.1304
arm64,engine262,navier-stokes.js,0.3806
arm64,engine262,pdfjs.js,0.343
arm64,engine262,raytrace.js,0.4932
arm64,engine262,regexp.js,0.4337
arm64,engine262,richards.ucode.js,0.1652
arm64,engine262,splay.js,0.6681
arm64,engine262,typescript.js,0.5025
arm64,engine262,zlib.js,0
arm64,escargot,box2d.js,6.3277
arm64,escargot,code-load.js,9.623
arm64,escargot,crypto.js,9.2357
arm64,escargot,deltablue.js,7.4068
arm64,escargot,earley-boyer.js,10.4211
arm64,escargot,gbemu.js,8.2315
arm64,escargot,mandreel.js,3.7096
arm64,escargot,navier-stokes.js,9.7482
arm64,escargot,pdfjs.js,6.9116
arm64,escargot,raytrace.js,9.1632
arm64,escargot,regexp.js,4.4782
arm64,escargot,richards.ucode.js,3.6318
arm64,escargot,splay.js,7.4716
arm64,escargot,typescript.js,8.8442
arm64,escargot,zlib.js,2.4964
arm64,escargot_clang,box2d.js,6.262
arm64,escargot_clang,code-load.js,9.7915
arm64,escargot_clang,crypto.js,8.7397
arm64,escargot_clang,deltablue.js,7.4223
arm64,escargot_clang,earley-boyer.js,10.2967
arm64,escargot_clang,gbemu.js,8.3093
arm64,escargot_clang,mandreel.js,3.5779
arm64,escargot_clang,navier-stokes.js,9.3812
arm64,escargot_clang,pdfjs.js,6.7893
arm64,escargot_clang,raytrace.js,9.1691
arm64,escargot_clang,regexp.js,4.6518
arm64,escargot_clang,richards.ucode.js,3.7534
arm64,escargot_clang,splay.js,7.417
arm64,escargot_clang,typescript.js,8.3668
arm64,escargot_clang,zlib.js,2.4722
arm64,fastschema-qjs,box2d.js,3.1676
arm64,fastschema-qjs,code-load.js,6.992
arm64,fastschema-qjs,crypto.js,3.5085
arm64,fastschema-qjs,deltablue.js,3.9173
arm64,fastschema-qjs,earley-boyer.js,5.5085
